PropertyClass,PropertyZone,PropertyFrontage,PropertySize,Street,Alley,PropertyShape,Elevation,Amenities,Orientation,Grade,Neighborhood,Condition1,Condition2,BldgType,PropertyStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Roof1Material,Roof2Material,ExteriorCladdingType,ExteriorCladdingArea,ExterQual,ExterCond,PropertyFooting,BsmntFinish,BsmntMaintenance,BsmntVisibility,BsmntFinRat1,BsmntFinSty1,BsmntFinQual1,BsmtFinSF2,BsmtUnfSF,BsmntSqFtage,Heating,HeatingEfficiency,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,Bath1,Bath2,BedroomUpLev,KitchenUpLev,KitchenQual,CntRmsUpLev,Functional,CntFireplaces,QualFireplace,BasementType,BasementYrBlt,BasementFinish,BasementCars,BasementSqFootage,BasementQual,BasementCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,BoundaryFeatures,AddFeatures,AddVal,SaleMon,SaleYr,SaleType,SaleCondn,PropPrice,TotalSF,TotalBathrooms,PropertyAge,RemodAge,IsRemodeled,TotalPorchSF,HasPool,HasGarage,HasFireplace
20,FV,84.0,11096,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,Av,GLQ,24,Unf,0,1632,1656,GasA,5,Y,SBrkr,1656,0,0,1656,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,2006.0,RFn,3,826,3,3,Y,0,146,0,0,0,0,0,None,None,0,7,2007,WD,Normal,249700,3312,2.0,1,1,0,146,0,1,0
190,RM,33.0,4456,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,TA,TA,No,Unf,0,Unf,0,736,736,GasA,4,Y,SBrkr,736,716,0,1452,0,0,2,0,2,3,3,8,Typ,0,0,None,0.0,None,0,0,0,0,N,0,0,102,0,0,0,0,None,None,0,6,2009,New,Partial,113000,2188,2.0,89,1,1,102,0,0,0
20,RL,66.0,7742,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,TA,TA,No,BLQ,763,Unf,0,192,955,GasA,5,Y,SBrkr,955,0,0,955,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1966.0,Unf,1,386,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,1,2007,WD,Normal,127000,1910,2.0,41,41,0,0,0,1,0
60,RL,65.0,13869,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,Gd,TA,Av,GLQ,182,Unf,0,612,794,GasA,4,Y,SBrkr,794,676,0,1470,0,1,2,0,3,1,3,6,Typ,0,0,Attchd,1997.0,Fin,2,388,3,3,Y,0,75,0,0,0,0,0,None,None,0,7,2007,WD,Normal,177000,2264,2.5,10,10,0,75,0,1,0
50,RM,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,TA,TA,No,Unf,0,Unf,0,816,816,GasA,3,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,3,6,Typ,1,4,Detchd,1985.0,Unf,2,528,3,3,Y,112,0,0,0,0,0,0,MnPrv,Shed,400,9,2006,WD,Normal,114500,1632,1.0,72,56,1,112,0,1,1
90,RM,110.0,8472,Grvl,None,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,Gd,TA,Gd,LwQ,104,GLQ,712,0,816,GasA,3,N,SBrkr,816,0,0,816,1,0,1,0,2,1,3,5,Typ,0,0,CarPort,1963.0,Unf,2,516,3,3,Y,106,0,0,0,0,0,0,None,None,0,5,2010,WD,Normal,110000,1632,2.0,47,47,0,106,0,1,0
20,RL,68.0,50271,Pave,None,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,4,3,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0,32,1842,GasA,4,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,4,5,Typ,1,4,Attchd,1981.0,Fin,3,894,3,3,Y,857,72,0,0,0,0,0,None,None,0,11,2006,WD,Normal,385000,3684,2.5,25,19,1,929,0,1,1
80,RL,60.0,7134,Pave,None,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,TA,TA,No,ALQ,384,Unf,0,0,384,GasA,3,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,3,6,Min1,1,3,Detchd,1962.0,Unf,2,572,3,3,Y,0,50,0,0,0,0,0,MnPrv,None,0,2,2007,WD,Normal,130000,1744,1.0,52,52,0,50,0,1,1
20,RL,100.0,10175,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,3,3,CBlock,TA,TA,No,BLQ,490,Unf,0,935,1425,GasA,4,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,3,7,Typ,1,4,Attchd,1964.0,RFn,2,576,3,3,Y,0,0,0,407,0,0,0,None,None,0,7,2008,WD,Normal,180500,2850,2.0,44,44,0,407,0,1,1
160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,Gd,TA,No,GLQ,649,Unf,0,321,970,GasA,5,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,4,7,Typ,0,0,Attchd,1999.0,Fin,2,480,3,3,Y,115,0,0,0,0,0,0,None,None,0,8,2009,WD,Abnorml,172500,2709,3.5,10,9,1,115,0,1,0
60,RL,89.0,11645,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,860,860,GasA,5,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,2004.0,RFn,2,565,3,3,Y,0,70,0,0,0,0,0,None,None,0,8,2006,WD,Normal,196500,2580,2.5,2,2,0,70,0,1,0
60,RL,66.0,13682,Pave,None,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,GasA,5,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,4,10,Typ,1,4,BuiltIn,2006.0,Fin,3,641,3,3,Y,192,0,37,0,0,0,0,None,None,0,10,2006,New,Partial,438780,4355,3.5,0,0,0,229,0,1,1
20,RL,60.0,7200,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,780,GasA,5,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1973.0,Unf,1,352,3,3,Y,196,0,0,0,0,0,0,MnPrv,None,0,1,2008,WD,Normal,124900,1560,1.0,36,36,0,196,0,1,0
20,RL,63.0,13072,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,Gd,TA,No,ALQ,941,Unf,0,217,1158,GasA,5,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,4,5,Typ,0,0,Detchd,2006.0,Unf,2,576,3,3,Y,0,50,0,0,0,0,0,None,None,0,5,2006,New,Partial,158000,2316,2.5,2,2,0,50,0,1,0
75,RM,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,530,GasA,3,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,2,6,Typ,0,0,Detchd,1935.0,Unf,1,288,3,3,N,0,0,144,0,0,0,0,None,None,0,3,2007,WD,Normal,101000,1641,1.0,87,11,1,144,0,1,0
120,RL,44.0,6442,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,GasA,5,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,4,6,Typ,1,4,Attchd,2006.0,RFn,2,484,3,3,Y,120,49,0,0,0,0,0,None,None,0,10,2007,WD,Normal,202500,2740,2.0,1,1,0,169,0,1,1
70,RM,50.0,10300,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,TA,TA,No,Unf,0,Unf,0,576,576,GasA,4,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,3,9,Typ,0,0,Detchd,1990.0,Unf,2,480,3,3,Y,12,11,64,0,0,0,0,GdPrv,None,0,4,2010,WD,Normal,140000,2286,2.0,89,60,1,87,0,1,0
60,RL,70.0,9375,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,3,PConc,Gd,TA,No,GLQ,739,Unf,0,318,1057,GasA,5,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,4,8,Typ,0,0,Attchd,1998.0,RFn,2,645,3,3,Y,576,36,0,0,0,0,0,GdPrv,None,0,2,2009,WD,Normal,219500,3091,3.5,12,11,1,612,0,1,0
60,RL,76.0,9591,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,1143,GasA,5,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,4,9,Typ,1,4,BuiltIn,2004.0,RFn,3,852,3,3,Y,192,151,0,0,0,0,0,None,None,0,10,2007,WD,Normal,317000,3616,2.5,3,2,1,343,0,1,1
20,RL,73.0,19900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,3,3,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,GasA,3,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,3,7,Min1,1,4,Attchd,1970.0,RFn,2,576,3,3,Y,301,0,0,0,0,0,0,None,None,0,7,2010,WD,Normal,180000,4154,3.0,40,21,1,301,0,1,1
20,RL,72.0,10665,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,GasA,5,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,4,7,Typ,0,0,Attchd,2003.0,RFn,2,558,3,3,Y,144,29,0,0,0,0,0,None,None,0,6,2007,WD,Normal,226000,2932,3.0,4,4,0,173,0,1,0
30,RM,47.0,4608,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,TA,TA,No,Unf,0,Unf,0,747,747,GasA,3,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,3,4,Typ,0,0,Attchd,1945.0,Unf,1,220,3,3,Y,0,0,0,0,0,0,0,None,None,0,6,2010,WD,Normal,80000,1494,1.0,65,60,1,0,0,1,0
50,RL,81.0,15593,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,4,3,CBlock,TA,TA,No,BLQ,603,Unf,0,701,1304,GasW,3,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,3,7,Typ,1,3,Attchd,1953.0,Fin,2,667,3,3,Y,0,21,114,0,0,0,0,None,None,0,7,2006,WD,Normal,225000,3591,2.0,53,53,0,135,0,1,1
20,RL,95.0,13651,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,GasA,5,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,3,8,Typ,2,4,Attchd,1973.0,Fin,2,516,3,3,Y,300,0,0,0,0,0,0,None,None,0,2,2007,WD,Normal,244000,4446,3.0,34,34,0,300,0,1,1
20,RL,69.0,7599,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,TA,TA,No,ALQ,565,Unf,0,280,845,GasA,3,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,3,4,Typ,0,0,Detchd,1987.0,Unf,2,360,3,3,Y,0,0,0,0,0,0,0,None,None,0,6,2007,WD,Normal,129500,1690,2.0,25,1,1,0,0,1,0
60,RL,74.0,10141,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,3,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,GasA,4,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,1998.0,Fin,2,427,3,3,Y,0,94,0,0,291,0,0,None,None,0,12,2009,WD,Normal,185000,2550,2.5,11,11,0,385,0,1,1
20,RL,85.0,10200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,3,3,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,1086,GasA,4,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1989.0,Unf,2,490,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,5,2010,WD,Normal,144900,2172,2.0,56,7,1,0,0,1,0
50,RM,60.0,5790,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,Fa,TA,No,Unf,0,Unf,0,840,840,GasA,4,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,3,8,Typ,0,0,Detchd,1915.0,Unf,1,379,3,3,Y,0,0,202,0,0,0,0,None,None,0,5,2010,WD,Normal,107400,2445,2.0,95,60,1,202,0,1,0
180,RM,21.0,1596,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,GasA,3,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,3,5,Typ,0,0,BuiltIn,1973.0,Unf,1,297,3,3,Y,120,101,0,0,0,0,0,GdWo,None,0,11,2009,WD,Normal,91000,1450,2.0,36,36,0,221,0,1,0
20,RL,73.0,8475,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,GasA,5,Y,FuseA,952,0,0,952,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1956.0,Unf,1,283,3,3,Y,0,0,0,0,0,0,0,None,None,0,4,2008,WD,Normal,135750,1904,1.0,52,52,0,0,0,1,0
50,RM,50.0,8635,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,GasA,3,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,3,6,Min1,0,0,Detchd,1948.0,Unf,1,240,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,1,2008,WD,Normal,127000,1957,2.0,60,7,1,0,0,1,0
90,RL,72.0,10778,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,GasA,3,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,3,8,Typ,0,0,None,0.0,None,0,0,0,0,Y,0,0,0,0,0,0,0,None,None,0,4,2010,WD,Normal,136500,3536,2.0,42,42,0,0,0,0,0
50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,TA,TA,No,Unf,0,Unf,0,440,440,GasA,4,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,3,5,Typ,0,0,Detchd,1966.0,Unf,2,440,3,3,Y,74,0,128,0,0,0,0,MnPrv,None,0,5,2009,WD,Normal,110000,1670,1.5,99,28,1,202,0,1,0
60,RL,100.0,13000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,GasA,3,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,4,8,Typ,1,4,Attchd,1968.0,Fin,1,509,3,3,Y,0,72,0,0,252,0,0,None,None,0,6,2009,WD,Normal,193500,3038,2.5,41,41,0,324,0,1,1
120,RM,32.0,4500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,3,4,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,GasA,5,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,3,5,Typ,0,0,Attchd,1998.0,Fin,2,405,3,3,Y,0,199,0,0,0,0,0,None,None,0,3,2006,WD,Normal,153500,2574,3.0,8,8,0,199,0,1,0
20,RL,78.0,10206,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,3,3,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,GasA,5,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,4,6,Typ,1,4,Attchd,2007.0,RFn,3,758,3,3,Y,144,99,0,0,0,0,0,None,None,0,10,2008,WD,Normal,245000,3126,2.0,1,1,0,243,0,1,1
20,RL,80.0,8892,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,3,3,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,GasA,4,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,3,6,Typ,0,0,Detchd,1974.0,Unf,2,461,3,3,Y,74,0,0,0,0,0,0,None,None,0,7,2007,COD,Normal,126500,2130,1.5,47,47,0,74,0,1,0
80,RL,65.0,8530,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,3,3,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,4,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,3,7,Typ,1,3,BuiltIn,1995.0,Fin,2,400,3,3,Y,120,72,0,0,0,0,0,None,Shed,700,5,2009,WD,Normal,168500,1858,2.5,14,13,1,192,0,1,1
60,RL,121.0,16059,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,4,3,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,GasA,5,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,4,9,Typ,1,3,Attchd,1991.0,Unf,2,462,3,3,Y,127,82,0,0,0,0,0,None,None,0,4,2006,WD,Normal,260000,3705,2.5,15,14,1,209,0,1,1
60,RL,122.0,11911,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,GasA,5,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,4,6,Typ,1,4,BuiltIn,2005.0,Fin,2,400,3,3,Y,100,38,0,0,0,0,0,None,None,0,3,2009,WD,Normal,174000,2244,2.5,4,4,0,138,0,1,1
160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,GasA,5,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,4,4,Typ,0,0,Detchd,2009.0,RFn,2,528,3,3,Y,0,234,0,0,0,0,0,None,None,0,6,2009,New,Partial,164500,1836,2.5,0,0,0,234,0,1,0
50,C (all),105.0,8470,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,1013,GasA,3,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,2,6,Typ,0,0,None,0.0,None,0,0,0,0,N,0,0,156,0,0,0,0,MnPrv,None,0,10,2009,ConLD,Abnorml,85000,2026,1.0,94,27,1,156,0,0,0
20,RL,60.0,8070,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,GasA,5,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,3,5,Typ,0,0,None,0.0,None,0,0,0,0,Y,0,0,0,0,0,0,0,None,None,0,8,2007,WD,Normal,123600,1980,2.0,13,12,1,0,0,0,0
20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,Slab,None,None,None,None,0,None,0,0,0,GasA,3,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1950.0,Unf,2,420,3,3,Y,0,29,0,0,0,0,0,None,None,0,7,2006,WD,Normal,109900,1040,1.0,56,56,0,29,0,1,0
20,RL,85.0,8500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,3,3,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,GasA,3,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,3,6,Typ,0,0,Attchd,1961.0,Unf,2,480,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,12,2006,WD,Abnorml,98600,2470,1.0,45,45,0,0,0,1,0
30,RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,GasA,5,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,3,5,Typ,0,0,Detchd,1921.0,Unf,2,432,3,3,Y,0,0,44,0,0,0,0,None,None,0,8,2009,WD,Normal,163500,1840,2.0,88,3,1,44,0,1,0
190,C (all),60.0,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,GasW,5,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,3,9,Typ,1,4,Detchd,1900.0,Unf,2,506,3,3,Y,0,0,0,0,99,0,0,None,None,0,11,2007,WD,Normal,133900,3505,2.5,97,9,1,99,0,1,1
60,RL,69.0,9337,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,GasA,5,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,4,7,Typ,0,0,Attchd,1997.0,RFn,2,684,3,3,Y,0,162,0,0,0,0,0,None,None,0,5,2007,WD,Normal,204750,2610,3.5,10,10,0,162,0,1,0
60,RL,65.0,9765,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,5,4,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,680,GasA,4,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,3,6,Typ,1,3,BuiltIn,1993.0,Fin,2,420,3,3,Y,232,63,0,0,0,0,0,None,Shed,480,4,2009,WD,Normal,185000,2150,2.5,16,16,0,295,0,1,1
